Surp(One) Surp(A_few) Surp(Some) Surp(Most) Surp(All)
BEGIN INCREMENTAL MODELS
ModelName: /content/drive/MyDrive/Zarpies/models/incremental/gpt2_adapted_zarpiesT1
38.065956115722656 31.267578125 27.569366455078125 27.60133171081543 29.114463806152344
46.03125762939453 50.395347595214844 45.790409088134766 46.86115264892578 48.5802116394043
30.058818817138672 29.640880584716797 24.12462615966797 25.00278091430664 26.159351348876953
41.32529067993164 43.647342681884766 38.295108795166016 37.64596176147461 39.690364837646484
44.76520919799805 39.720279693603516 33.59612274169922 33.258995056152344 35.288673400878906
38.19430923461914 40.32073211669922 37.7316780090332 39.227630615234375 39.2000732421875
41.9256591796875 37.85317611694336 33.07377624511719 33.37214279174805 34.767826080322266
36.09391784667969 36.2023811340332 29.45517921447754 29.95657730102539 31.205026626586914
39.92122268676758 40.14655685424805 35.838077545166016 35.25136947631836 37.546653747558594
38.278114318847656 35.14911651611328 32.26047134399414 32.80450439453125 33.51532745361328
43.55816650390625 37.511940002441406 32.91034698486328 32.50217819213867 35.201011657714844
42.965999603271484 42.85680389404297 39.92787551879883 40.27120590209961 40.2357063293457
45.61287307739258 49.089332580566406 43.127445220947266 44.70452880859375 48.30546188354492
38.71731185913086 37.64597702026367 32.815120697021484 33.87022399902344 34.448646545410156
33.927547454833984 30.32575225830078 25.805418014526367 26.336713790893555 26.588459014892578
47.13907241821289 44.69007873535156 40.47156524658203 40.64990997314453 42.24225997924805
33.325927734375 32.736732482910156 27.98443603515625 28.15232276916504 28.675151824951172
45.64623260498047 45.27965545654297 39.72441101074219 40.88172912597656 40.461944580078125
39.25620651245117 51.08387756347656 48.03962326049805 47.176658630371094 48.33387756347656
32.75576400756836 32.99678421020508 28.056318283081055 27.750185012817383 25.001073837280273
41.44774627685547 44.02474594116211 39.831459045410156 41.62214660644531 41.300376892089844
36.33807373046875 36.00764846801758 29.965789794921875 30.113374710083008 30.885684967041016
36.24874496459961 29.19986915588379 25.605161666870117 27.570194244384766 25.471134185791016
33.95539093017578 31.62162208557129 28.73003387451172 29.886995315551758 29.446918487548828
36.347713470458984 27.602598190307617 22.95998764038086 22.95718765258789 24.367450714111328
26.706844329833984 25.032987594604492 21.8741455078125 22.483713150024414 22.088790893554688
33.42633056640625 28.993255615234375 25.048614501953125 26.215702056884766 26.89371681213379
43.44319152832031 39.234642028808594 34.80509948730469 36.81955337524414 37.89722442626953
34.813331604003906 30.925100326538086 27.88869857788086 28.838363647460938 30.727970123291016
35.121185302734375 32.76543045043945 28.92597198486328 29.860170364379883 30.531248092651367
35.4241943359375 36.51045227050781 33.45513916015625 33.89583206176758 33.81133270263672
36.79511642456055 33.935447692871094 30.386930465698242 31.633092880249023 33.780460357666016
38.3759765625 36.16474151611328 33.27056121826172 33.217491149902344 33.44470977783203
35.33369445800781 41.10955047607422 37.94552230834961 37.89084243774414 39.14210510253906
44.18501281738281 43.3557243347168 39.28898620605469 39.199974060058594 40.328521728515625
42.86292266845703 39.558982849121094 35.49853515625 35.89555740356445 37.634193420410156
35.49964904785156 32.362518310546875 28.225143432617188 31.393327713012695 30.738338470458984
35.29466247558594 35.698482513427734 31.30125617980957 32.725425720214844 31.65383529663086
31.899991989135742 29.877059936523438 26.39111328125 27.236745834350586 26.559328079223633
36.55308151245117 37.155967712402344 32.229835510253906 30.881561279296875 28.804147720336914
42.687442779541016 39.15093231201172 36.23143768310547 36.79964065551758 38.80695343017578
47.37678527832031 48.521202087402344 42.91408157348633 43.2514533996582 43.22150421142578
37.21205520629883 35.669654846191406 33.71488952636719 33.01008224487305 33.999122619628906
ModelName: /content/drive/MyDrive/Zarpies/models/incremental/gpt2_adapted_zarpiesT2
40.23966979980469 38.84654998779297 32.32780075073242 32.477996826171875 33.4851188659668
40.24830627441406 44.61231231689453 39.003700256347656 38.87874984741211 37.36567306518555
34.48729705810547 39.796653747558594 34.249393463134766 34.47526550292969 34.75678253173828
33.00952911376953 37.42469787597656 31.7028865814209 31.455387115478516 30.079036712646484
36.40164566040039 39.29603576660156 34.14654541015625 35.063899993896484 34.81364059448242
40.681270599365234 45.84526824951172 40.923133850097656 40.49677658081055 39.084136962890625
38.300018310546875 40.67168426513672 34.8237190246582 36.17938995361328 34.43596267700195
33.58123779296875 43.54930877685547 37.13948059082031 39.53486251831055 39.40155792236328
35.302703857421875 33.78349304199219 28.50680923461914 28.489559173583984 27.038414001464844
30.08388900756836 31.12000274658203 25.699077606201172 23.604406356811523 19.733421325683594
39.450984954833984 39.7148551940918 33.005470275878906 34.09001159667969 32.74246597290039
37.691471099853516 41.611228942871094 36.817955017089844 37.04924011230469 36.55992889404297
39.468780517578125 43.36748123168945 36.362815856933594 37.797340393066406 38.00091552734375
44.347354888916016 45.10028076171875 39.78485107421875 40.168949127197266 36.934181213378906
35.69826889038086 38.737247467041016 30.22536277770996 30.175743103027344 28.95295524597168
34.2596435546875 37.62363052368164 31.632352828979492 31.505596160888672 29.71349334716797
37.57628631591797 43.38941192626953 37.21023941040039 36.86643981933594 37.6777458190918
37.80172348022461 45.636878967285156 37.24040985107422 39.60467529296875 38.635982513427734
37.35440444946289 41.39000701904297 33.595245361328125 35.0348014831543 34.571563720703125
38.460731506347656 37.4168586730957 31.95880126953125 31.880355834960938 32.02822494506836
51.18324279785156 49.59606170654297 44.008358001708984 43.83064651489258 40.80012512207031
37.657039642333984 37.315853118896484 30.80051040649414 32.215091705322266 30.896888732910156
34.4930534362793 34.28758239746094 27.166465759277344 29.100616455078125 27.4234561920166
38.92168045043945 40.582279205322266 35.61316680908203 37.32609939575195 35.446693420410156
29.05885124206543 33.36374282836914 25.962421417236328 25.373119354248047 23.957435607910156
37.388343811035156 36.793190002441406 31.03356170654297 31.729293823242188 31.723068237304688
33.896949768066406 35.413211822509766 29.64029884338379 30.170387268066406 28.461021423339844
37.05765914916992 44.10175323486328 37.82804870605469 36.44107437133789 34.13700866699219
38.4840087890625 42.90196990966797 36.48941421508789 37.1892204284668 35.534950256347656
43.22810363769531 40.7194938659668 33.62668228149414 33.47545623779297 33.57569885253906
32.57554244995117 33.374847412109375 26.68840789794922 27.95396614074707 28.034332275390625
34.90484619140625 36.219871520996094 29.347400665283203 30.110103607177734 28.92426109313965
32.211753845214844 33.89490509033203 27.69472885131836 28.217756271362305 25.166332244873047
40.004249572753906 44.06779861450195 37.429115295410156 36.494483947753906 35.569969177246094
34.093772888183594 38.085533142089844 31.64078140258789 31.142757415771484 30.315410614013672
41.31692123413086 42.89169692993164 36.79362487792969 38.506919860839844 37.33497619628906
38.45507049560547 44.32350158691406 36.227996826171875 36.78029251098633 38.591163635253906
32.5019645690918 33.11764144897461 25.681884765625 27.238529205322266 28.551063537597656
32.32099914550781 35.02141571044922 29.87490463256836 30.152301788330078 27.74941062927246
41.64192581176758 46.04651641845703 40.25529479980469 40.13637161254883 37.05712127685547
39.2341423034668 40.86891555786133 34.99024963378906 35.6943244934082 35.205665588378906
43.28844451904297 47.895599365234375 40.98642349243164 43.48808288574219 42.05038833618164
43.76983642578125 41.12651824951172 35.34783172607422 36.565399169921875 34.91295623779297
36.78506088256836 33.3043212890625 26.933340072631836 28.812875747680664 26.044633865356445
37.40634536743164 42.25815200805664 35.54074478149414 35.82335662841797 33.57399368286133
40.947723388671875 43.911766052246094 37.9776611328125 39.25530242919922 37.1030158996582
40.5193977355957 38.970211029052734 31.189292907714844 33.423011779785156 32.38795471191406
38.51149368286133 33.83119201660156 27.485679626464844 27.044593811035156 25.04157066345215
39.888221740722656 42.044090270996094 34.39933395385742 34.79933166503906 34.39656066894531
35.8906135559082 34.151607513427734 28.089401245117188 28.05624771118164 27.31564712524414
34.76081848144531 36.53861999511719 29.5279541015625 29.896080017089844 28.935623168945312
34.41606140136719 33.852577209472656 27.291378021240234 27.622711181640625 25.96967124938965
45.51350402832031 52.33973693847656 45.41007995605469 46.07890319824219 43.88236618041992
33.98701477050781 36.71916961669922 32.663970947265625 32.31077575683594 32.693031311035156
42.65217971801758 43.31394958496094 37.28236389160156 37.759925842285156 37.14733123779297
33.4946174621582 36.70460891723633 29.872600555419922 31.26754379272461 30.342918395996094
42.67153549194336 43.114559173583984 36.36403274536133 37.45249557495117 37.9200439453125
33.85367965698242 35.6435432434082 29.60805320739746 30.19754409790039 30.570819854736328
30.518571853637695 35.077083587646484 29.031875610351562 28.13611602783203 27.323944091796875
34.09914016723633 32.6977424621582 27.792863845825195 27.533462524414062 25.535804748535156
31.336435317993164 36.17103576660156 29.882448196411133 30.45541000366211 29.950347900390625
36.8209228515625 38.56037521362305 32.35760498046875 32.070350646972656 31.397293090820312
36.690372467041016 40.230953216552734 32.272300720214844 32.626976013183594 31.715604782104492
38.47551727294922 41.366432189941406 35.589332580566406 35.82134246826172 36.35624313354492
34.47490692138672 39.08199691772461 30.701169967651367 30.741764068603516 30.84113311767578
49.1479606628418 51.93638229370117 44.52870559692383 46.24647521972656 45.760108947753906
34.71950912475586 35.4410514831543 28.90337562561035 29.33550262451172 28.654592514038086
38.46998596191406 41.423095703125 35.555484771728516 36.998783111572266 36.88772964477539
32.22110366821289 37.51770782470703 30.988994598388672 29.981021881103516 28.364295959472656
39.31675720214844 39.754364013671875 34.970157623291016 36.965087890625 33.98234939575195
44.92949676513672 45.01866149902344 37.85340881347656 37.73943328857422 35.88948440551758
36.24530029296875 37.77108383178711 30.873079299926758 31.531618118286133 31.105274200439453
33.05766296386719 39.687538146972656 33.33777618408203 34.064537048339844 31.07419204711914
35.99980926513672 49.388553619384766 43.79689025878906 43.990299224853516 43.115142822265625
34.31614685058594 32.14582824707031 25.480276107788086 25.480737686157227 26.01559829711914
41.65838623046875 51.2821044921875 46.211524963378906 48.35037612915039 48.70173645019531
31.86237335205078 30.29446029663086 23.016761779785156 23.60277557373047 23.489547729492188
44.57157897949219 46.312644958496094 40.5455436706543 40.1850471496582 39.20370864868164
39.34764862060547 36.970375061035156 29.46658706665039 30.520706176757812 29.552141189575195
36.90052795410156 37.204002380371094 32.353111267089844 32.75231170654297 34.70441436767578
33.27001190185547 35.80622482299805 28.803787231445312 30.653268814086914 28.31529998779297
35.67271041870117 36.13421630859375 29.977787017822266 30.23768424987793 29.533695220947266
41.48617172241211 41.828887939453125 36.08153533935547 37.178924560546875 37.38337326049805
38.64640426635742 41.87307357788086 35.8511848449707 36.325923919677734 35.55640411376953
42.362274169921875 42.34693908691406 36.135169982910156 36.679691314697266 37.05997085571289
37.2767219543457 40.224327087402344 33.48822784423828 32.97906494140625 32.62250900268555
53.430259704589844 57.66522979736328 50.966339111328125 52.18994140625 52.28889846801758
39.815147399902344 41.04533767700195 34.40314865112305 36.30143356323242 34.332820892333984
30.253189086914062 33.3902702331543 26.518756866455078 26.296337127685547 24.883460998535156
46.823272705078125 47.12199783325195 40.97553253173828 42.19944381713867 38.57362365722656
33.43885040283203 34.920101165771484 29.066509246826172 28.469636917114258 27.705530166625977
44.69636535644531 44.64362335205078 37.28113555908203 37.94611358642578 35.77986145019531
45.04130935668945 52.361228942871094 46.42878341674805 46.408851623535156 46.713619232177734
30.70458221435547 32.449073791503906 27.16905403137207 26.275634765625 24.78063201904297
38.5477294921875 43.38423156738281 37.44908142089844 37.12308120727539 37.43464279174805
35.45664978027344 36.056922912597656 29.36941909790039 30.20725440979004 28.852853775024414
32.84379577636719 33.723411560058594 26.74986457824707 28.306184768676758 25.827821731567383
33.201358795166016 34.588985443115234 28.78618049621582 31.068540573120117 29.56443214416504
36.522403717041016 33.539833068847656 27.914264678955078 27.13880729675293 25.83226203918457
27.778915405273438 30.781614303588867 24.170976638793945 25.41389274597168 24.242528915405273
32.14497756958008 33.64717102050781 27.828824996948242 29.026315689086914 26.004207611083984
34.64680480957031 35.76102828979492 29.753917694091797 30.532726287841797 30.411636352539062
33.89714050292969 34.85978698730469 29.59251594543457 31.423471450805664 30.398393630981445
30.67857551574707 35.13445281982422 29.283588409423828 30.57571792602539 28.842382431030273
34.17788314819336 37.44828796386719 31.14185333251953 30.276689529418945 29.961978912353516
40.94712829589844 37.42329406738281 30.267860412597656 31.601266860961914 33.82259750366211
35.030792236328125 40.74298858642578 34.87329864501953 34.964988708496094 32.949554443359375
